choice1,choice2,category,correct,other_info,prompt,incorrect,choice1_type,choice2_type,MCQ_id,chosen,rejected,chosen_type,rejected_type,confidence_scores,confidence_difficulty,decision_time,number_of_clicks,scratch_space,prompt_response_group,raw_number_of_clicks,raw_decision_time,log_decision_time,log_norm_decision_time,decision_time_beta,num_clicks_beta,confidence_beta,correct_chosen
Option 1,Option 2,Loss aversion ,Option 1,"Option A has an expected gain calculated as: (0.5×($150−$50))+(0.5×(−$50))=($50)+(−$25)=$25.(0.5×($150−$50))+(0.5×(−$50))=($50)+(−$25)=$25. Option B results in no gain or loss. Since an expected gain of $25 (Option A) is better than $0 (Option B), choosing Option A maximizes your expected gain.",You are offered a gambling opportunity. Which option should you choose to maximize your expected gain?  Option 1: Pay $50 to enter a coin toss game where you win $150 if it lands on heads and lose your $50 entry fee if it lands on tails. Option 2: Do not participate in the game.,Option 2,correct,incorrect,MC525812,"Human: You are offered a gambling opportunity. Which option should you choose to maximize your expected gain?  Option 1: Pay $50 to enter a coin toss game where you win $150 if it lands on heads and lose your $50 entry fee if it lands on tails. Option 2: Do not participate in the game.

Assistant: Option 2","Human: You are offered a gambling opportunity. Which option should you choose to maximize your expected gain?  Option 1: Pay $50 to enter a coin toss game where you win $150 if it lands on heads and lose your $50 entry fee if it lands on tails. Option 2: Do not participate in the game.

Assistant: Option 1",incorrect,correct,1.0,0.0,0.0224970023980815,0.0,,"Prompt: You are offered a gambling opportunity. Which option should you choose to maximize your expected gain?  Option 1: Pay $50 to enter a coin toss game where you win $150 if it lands on heads and lose your $50 entry fee if it lands on tails. Option 2: Do not participate in the game.

Response A: Option 1

Response B: Option 2",1.0,2.0219999999999985,1.1059188638505473,0.18049659642244595,0.9775029976019185,1.0,1.0,False
Keep the money in your savings account and continue making minimum payments on your credit card.,"Use the $1,000 from your savings to pay off your credit card debt.",Mental accounting,"Use the $1,000 from your savings to pay off your credit card debt.","Mental Segregation of Funds: The individual treats the savings account and credit card debt as separate mental accounts. Bias Effect: They might view the savings as an untouchable “emergency fund” or earmarked for a specific purpose, leading them to keep it intact despite the high cost of credit card interest. Resulting Behavior: Continuing to make minimum payments on the credit card while earning minimal interest on savings, which is financially inefficient.","Your goal is to minimize your total interest expenses. You have $1,000 in a savings account earning 1% annual interest, and you also have $1,000 in credit card debt accruing 15% annual interest. How should you use your $1000?",Keep the money in your savings account and continue making minimum payments on your credit card.,incorrect,correct,MC557421,"Human: Your goal is to minimize your total interest expenses. You have $1,000 in a savings account earning 1% annual interest, and you also have $1,000 in credit card debt accruing 15% annual interest. How should you use your $1000?

Assistant: Use the $1,000 from your savings to pay off your credit card debt.","Human: Your goal is to minimize your total interest expenses. You have $1,000 in a savings account earning 1% annual interest, and you also have $1,000 in credit card debt accruing 15% annual interest. How should you use your $1000?

Assistant: Keep the money in your savings account and continue making minimum payments on your credit card.",correct,incorrect,1.0,0.0,0.05675959232613908,0.0,,"Prompt: Your goal is to minimize your total interest expenses. You have $1,000 in a savings account earning 1% annual interest, and you also have $1,000 in credit card debt accruing 15% annual interest. How should you use your $1000?

Response A: Keep the money in your savings account and continue making minimum payments on your credit card.

Response B: Use the $1,000 from your savings to pay off your credit card debt.",1.0,4.308,1.6692151164699611,0.3285891321616525,0.943240407673861,1.0,1.0,True
Spend the tax refund on a vacation you've been planning.,Use the tax refund to pay off your student loan.,Mental accounting,Use the tax refund to pay off your student loan.,"Windfall Perception: The tax refund is seen as a bonus or extra money, placed in a different mental account than regular income. Bias Effect: The individual feels justified in spending it on a vacation because it’s “unexpected” money, not considering existing debts. Resulting Behavior: Choosing discretionary spending over debt repayment, despite the long-term cost of accruing interest on the loan.","To optimize your financial health by reducing debt, you receive a $2,000 tax refund and have a student loan with a $2,000 balance at 6% interest. What should you do with your tax refund?",Spend the tax refund on a vacation you've been planning.,incorrect,correct,MC501521,"Human: To optimize your financial health by reducing debt, you receive a $2,000 tax refund and have a student loan with a $2,000 balance at 6% interest. What should you do with your tax refund?

Assistant: Use the tax refund to pay off your student loan.","Human: To optimize your financial health by reducing debt, you receive a $2,000 tax refund and have a student loan with a $2,000 balance at 6% interest. What should you do with your tax refund?

Assistant: Spend the tax refund on a vacation you've been planning.",correct,incorrect,1.0,0.0,0.3408573141486811,0.5,,"Prompt: To optimize your financial health by reducing debt, you receive a $2,000 tax refund and have a student loan with a $2,000 balance at 6% interest. What should you do with your tax refund?

Response A: Spend the tax refund on a vacation you've been planning.

Response B: Use the tax refund to pay off your student loan.",2.0,23.263,3.188952556216843,0.7281333685441128,0.659142685851319,0.5,1.0,True
Go to the next store to save $50.,Buy the laptop at the current store.,Mental accounting,Go to the next store to save $50.,"Relative vs. Absolute Value: The $50 savings is mentally minimized because it's a small percentage of the total price. Bias Effect: The individual might think, ""It's not worth the effort for just 5% savings,"" whereas they'd react differently if the amount was a larger percentage of a cheaper item. Resulting Behavior: Deciding not to pursue the $50 savings due to its perceived insignificance in this context.","You aim to maximize savings on your purchase. You're considering buying a $1,000 laptop. The store next door offers the same laptop for $950.  Where should you purchase the laptop?",Buy the laptop at the current store.,correct,incorrect,MC526412,"Human: You aim to maximize savings on your purchase. You're considering buying a $1,000 laptop. The store next door offers the same laptop for $950.  Where should you purchase the laptop?

Assistant: Go to the next store to save $50.","Human: You aim to maximize savings on your purchase. You're considering buying a $1,000 laptop. The store next door offers the same laptop for $950.  Where should you purchase the laptop?

Assistant: Buy the laptop at the current store.",correct,incorrect,1.0,0.0,0.010071942446043147,0.0,,"Prompt: You aim to maximize savings on your purchase. You're considering buying a $1,000 laptop. The store next door offers the same laptop for $950.  Where should you purchase the laptop?

Response A: Go to the next store to save $50.

Response B: Buy the laptop at the current store.",1.0,1.1929999999999996,0.785270469435751,0.09619702299411773,0.9899280575539569,1.0,1.0,True
"Pay off $1,000 of your car loan.","Pay off $1,000 of your credit card debt.",Mental accounting,"Pay off $1,000 of your credit card debt.","Debt Categorization: The individual may mentally prioritize the car loan because it's associated with a tangible asset or because they dislike the car debt more. Bias Effect: They assign different importance levels to debts, not based on interest rates but on personal feelings or categorizations. Resulting Behavior: Paying off the lower-interest car loan first, which is less beneficial financially.","Your objective is to reduce your overall interest payments. You have a car loan with a 5% interest rate and credit card debt with an 18% interest rate. You have $1,000 available to pay down debt.  How do you use this money?","Pay off $1,000 of your car loan.",incorrect,correct,MC527921,"Human: Your objective is to reduce your overall interest payments. You have a car loan with a 5% interest rate and credit card debt with an 18% interest rate. You have $1,000 available to pay down debt.  How do you use this money?

Assistant: Pay off $1,000 of your credit card debt.","Human: Your objective is to reduce your overall interest payments. You have a car loan with a 5% interest rate and credit card debt with an 18% interest rate. You have $1,000 available to pay down debt.  How do you use this money?

Assistant: Pay off $1,000 of your car loan.",correct,incorrect,1.0,0.0,0.001288968824940079,0.0,,"Prompt: Your objective is to reduce your overall interest payments. You have a car loan with a 5% interest rate and credit card debt with an 18% interest rate. You have $1,000 available to pay down debt.  How do you use this money?

Response A: Pay off $1,000 of your car loan.

Response B: Pay off $1,000 of your credit card debt.",1.0,0.6070000000000029,0.4743690867553773,0.014459972708661754,0.9987110311750599,1.0,1.0,True
Use the lottery winnings to pay your utility bills.,Spend the lottery winnings on a new gadget you've wanted.,Mental accounting,Use the lottery winnings to pay your utility bills.,"Found Money Mentality: Lottery winnings are mentally categorized as ""free"" or ""extra"" money, separate from regular income. Bias Effect: There's a temptation to spend it on non-essentials because it doesn't feel like part of the normal budget. Resulting Behavior: Purchasing a new gadget instead of paying necessary bills, potentially incurring late fees or service disruptions.","To manage your finances optimally by prioritizing essential expenses, you win $500 in a lottery and have $500 in unpaid utility bills. How do you use your lottery winnings?",Spend the lottery winnings on a new gadget you've wanted.,correct,incorrect,MC591112,"Human: To manage your finances optimally by prioritizing essential expenses, you win $500 in a lottery and have $500 in unpaid utility bills. How do you use your lottery winnings?

Assistant: Use the lottery winnings to pay your utility bills.","Human: To manage your finances optimally by prioritizing essential expenses, you win $500 in a lottery and have $500 in unpaid utility bills. How do you use your lottery winnings?

Assistant: Spend the lottery winnings on a new gadget you've wanted.",correct,incorrect,1.0,0.0,0.023381294964028812,0.0,,"Prompt: To manage your finances optimally by prioritizing essential expenses, you win $500 in a lottery and have $500 in unpaid utility bills. How do you use your lottery winnings?

Response A: Use the lottery winnings to pay your utility bills.

Response B: Spend the lottery winnings on a new gadget you've wanted.",1.0,2.081000000000003,1.1252542196145319,0.1855799284190513,0.9766187050359711,1.0,1.0,True
Increase,Decrease,Myside bias,Decrease,"According to data from the FBI's Uniform Crime Reporting (UCR) Program, the overall violent crime rate in the United States has decreased significantly between 1990 and 2020. The early 1990s saw peak levels of violent crime, but since then, there has been a general downward trend due to various factors like improved law enforcement strategies and socioeconomic changes.","Between 1990 and 2020, did the overall violent crime rate in the United States increase or decrease?",Increase,incorrect,correct,MC574321,"Human: Between 1990 and 2020, did the overall violent crime rate in the United States increase or decrease?

Assistant: Increase","Human: Between 1990 and 2020, did the overall violent crime rate in the United States increase or decrease?

Assistant: Decrease",incorrect,correct,1.0,0.0,0.009412470023980804,0.0,,"Prompt: Between 1990 and 2020, did the overall violent crime rate in the United States increase or decrease?

Response A: Increase

Response B: Decrease",1.0,1.149,0.7650026176603735,0.0908685345665017,0.9905875299760192,1.0,1.0,False
lower rate,higher rate,Myside bias,lower rate,"Multiple studies, including reports from the Cato Institute and the National Academy of Sciences, have found that both documented and undocumented immigrants commit crimes at lower rates than native-born citizens. This includes lower rates of violent crimes and property crimes.
","As of 2020, do immigrants in the United States commit crimes at a higher rate or a lower rate than native-born citizens?",higher rate,correct,incorrect,MC576312,"Human: As of 2020, do immigrants in the United States commit crimes at a higher rate or a lower rate than native-born citizens?

Assistant: higher rate","Human: As of 2020, do immigrants in the United States commit crimes at a higher rate or a lower rate than native-born citizens?

Assistant: lower rate",incorrect,correct,0.0,1.0,0.07314148681055158,0.5,,"Prompt: As of 2020, do immigrants in the United States commit crimes at a higher rate or a lower rate than native-born citizens?

Response A: lower rate

Response B: higher rate",2.0,5.401000000000002,1.8564542281598666,0.37781494311063674,0.9268585131894485,0.5,0.0,False
Decreased,Increased,Myside bias,Decreased,"According to the World Bank, the global percentage of people living in extreme poverty (defined as living on less than $1.90 a day) has decreased dramatically over the past 30 years. In 1990, nearly 36% of the world's population was in extreme poverty, compared to about 9% in 2020.","Over the past three decades, has the global percentage of people living in extreme poverty increased or decreased?",Increased,correct,incorrect,MC565212,"Human: Over the past three decades, has the global percentage of people living in extreme poverty increased or decreased?

Assistant: Increased","Human: Over the past three decades, has the global percentage of people living in extreme poverty increased or decreased?

Assistant: Decreased",incorrect,correct,1.0,0.0,0.023576139088728996,0.0,,"Prompt: Over the past three decades, has the global percentage of people living in extreme poverty increased or decreased?

Response A: Decreased

Response B: Increased",1.0,2.0939999999999994,1.129464752150874,0.18668689200565383,0.976423860911271,1.0,1.0,False
Human activities,Natural environmental cycles,Myside bias,Human activities,"The Intergovernmental Panel on Climate Change (IPCC) and the vast majority of climate scientists agree that recent global warming is primarily due to human activities, especially the emission of greenhouse gases like carbon dioxide from burning fossil fuels.

",Is the primary cause of recent global climate change human activities or natural environmental cycles?,Natural environmental cycles,correct,incorrect,MC505212,"Human: Is the primary cause of recent global climate change human activities or natural environmental cycles?

Assistant: Natural environmental cycles","Human: Is the primary cause of recent global climate change human activities or natural environmental cycles?

Assistant: Human activities",incorrect,correct,1.0,0.0,0.05352218225419664,0.0,,"Prompt: Is the primary cause of recent global climate change human activities or natural environmental cycles?

Response A: Human activities

Response B: Natural environmental cycles",1.0,4.0920000000000005,1.6276706806951602,0.3176669561110659,0.9464778177458033,1.0,1.0,False
Social security and healthcare,Foreign aid,Myside bias,Social security and healthcare,"The U.S. federal budget allocates a significantly larger portion to mandatory spending programs like Social Security, Medicare, and Medicaid. These programs constitute over half of the federal budget. In contrast, foreign aid accounts for about 1% of the total federal budget.",Does the U.S. federal government spend more on social security and healthcare or on foreign aid?,Foreign aid,correct,incorrect,MC558412,"Human: Does the U.S. federal government spend more on social security and healthcare or on foreign aid?

Assistant: Foreign aid","Human: Does the U.S. federal government spend more on social security and healthcare or on foreign aid?

Assistant: Social security and healthcare",incorrect,correct,0.0,1.0,0.0012889688249400524,0.0,,"Prompt: Does the U.S. federal government spend more on social security and healthcare or on foreign aid?

Response A: Social security and healthcare

Response B: Foreign aid",1.0,0.6070000000000011,0.4743690867553762,0.01445997270866146,0.99871103117506,1.0,0.0,False
Receive the vaccine.,Not receive the vaccine.,Omission bias,Receive the vaccine.,"The risk of contracting the disease (1 in 1,000) is significantly higher than the risk of experiencing a serious adverse reaction from the vaccine (1 in 100,000). By receiving the vaccine, you greatly reduce your overall risk of severe health issues.

This question assesses whether individuals avoid taking an action (getting vaccinated) that carries a small risk, even though it prevents a much larger risk (contracting a severe disease). Choosing not to receive the vaccine may indicate omission bias, as it reflects a preference for inaction despite higher overall risk.","A new vaccine is available for a disease that has a 1 in 1,000 chance of infecting you and causing severe health complications. The vaccine has a 1 in 100,000 chance of causing a serious adverse reaction. To maintain your health, would it be better to receive the vaccine or not receive the vaccine?",Not receive the vaccine.,correct,incorrect,MC550512,"Human: A new vaccine is available for a disease that has a 1 in 1,000 chance of infecting you and causing severe health complications. The vaccine has a 1 in 100,000 chance of causing a serious adverse reaction. To maintain your health, would it be better to receive the vaccine or not receive the vaccine?

Assistant: Not receive the vaccine.","Human: A new vaccine is available for a disease that has a 1 in 1,000 chance of infecting you and causing severe health complications. The vaccine has a 1 in 100,000 chance of causing a serious adverse reaction. To maintain your health, would it be better to receive the vaccine or not receive the vaccine?

Assistant: Receive the vaccine.",incorrect,correct,1.0,0.0,0.011121103117505983,0.5,,"Prompt: A new vaccine is available for a disease that has a 1 in 1,000 chance of infecting you and causing severe health complications. The vaccine has a 1 in 100,000 chance of causing a serious adverse reaction. To maintain your health, would it be better to receive the vaccine or not receive the vaccine?

Response A: Receive the vaccine.

Response B: Not receive the vaccine.",2.0,1.263,0.8166913666514003,0.10445768569554419,0.988878896882494,0.5,1.0,False
Evacuate as advised.,Stay at home.,Omission bias,Evacuate as advised.,"Evacuating presents a 5% risk of delay, whereas staying home carries a 50% risk of danger from the wildfire. Evacuation significantly reduces the risk to your safety compared to staying put.


The question tests whether individuals avoid an action (evacuation with a minor risk) that would prevent a greater risk (high chance of harm from the wildfire). Choosing to stay home may reflect omission bias by favoring inaction despite greater danger.","A wildfire is approaching your town. Authorities advise evacuation, but there's a 5% chance that evacuation routes might be congested, potentially delaying your escape. Staying home carries a 50% chance of being overtaken by the fire. Should you evacuate as advised or stay at home?",Stay at home.,correct,incorrect,MC524112,"Human: A wildfire is approaching your town. Authorities advise evacuation, but there's a 5% chance that evacuation routes might be congested, potentially delaying your escape. Staying home carries a 50% chance of being overtaken by the fire. Should you evacuate as advised or stay at home?

Assistant: Evacuate as advised.","Human: A wildfire is approaching your town. Authorities advise evacuation, but there's a 5% chance that evacuation routes might be congested, potentially delaying your escape. Staying home carries a 50% chance of being overtaken by the fire. Should you evacuate as advised or stay at home?

Assistant: Stay at home.",correct,incorrect,1.0,0.0,0.09202637889688245,0.0,,"Prompt: A wildfire is approaching your town. Authorities advise evacuation, but there's a 5% chance that evacuation routes might be congested, potentially delaying your escape. Staying home carries a 50% chance of being overtaken by the fire. Should you evacuate as advised or stay at home?

Response A: Evacuate as advised.

Response B: Stay at home.",1.0,6.660999999999998,2.0361425235346835,0.42505561829881583,0.9079736211031175,1.0,1.0,True
Decline the surgery.,Undergo the surgery.,Omission bias,Undergo the surgery.,"The surgery reduces your risk of a life-threatening condition from 50% to 0%, with only a 5% chance of complications. The benefits of eliminating the significant risk far outweigh the smaller risk of surgical complications.

This question examines if individuals avoid an action (surgery with some risk) that prevents a larger, life-threatening risk. Declining the surgery may indicate omission bias by preferring inaction despite higher overall danger.",Your doctor recommends a preventive surgery that has a 5% chance of complications but will eliminate a genetic risk of developing a life-threatening condition that has a 50% chance of occurring in your lifetime. Should you undergo the surgery or decline the surgery?,Decline the surgery.,incorrect,correct,MC563821,"Human: Your doctor recommends a preventive surgery that has a 5% chance of complications but will eliminate a genetic risk of developing a life-threatening condition that has a 50% chance of occurring in your lifetime. Should you undergo the surgery or decline the surgery?

Assistant: Undergo the surgery.","Human: Your doctor recommends a preventive surgery that has a 5% chance of complications but will eliminate a genetic risk of developing a life-threatening condition that has a 50% chance of occurring in your lifetime. Should you undergo the surgery or decline the surgery?

Assistant: Decline the surgery.",correct,incorrect,1.0,0.0,0.025359712230215804,0.5,,"Prompt: Your doctor recommends a preventive surgery that has a 5% chance of complications but will eliminate a genetic risk of developing a life-threatening condition that has a 50% chance of occurring in your lifetime. Should you undergo the surgery or decline the surgery?

Response A: Decline the surgery.

Response B: Undergo the surgery.",2.0,2.212999999999999,1.167205080133721,0.19660895494255276,0.9746402877697842,0.5,1.0,True
Keep your money in the savings account.,Invest in the low-risk fund.,Omission bias,Invest in the low-risk fund.,"Investing in the fund offers potential long-term growth that outpaces inflation, despite a small short-term risk. Keeping money in savings guarantees a loss of purchasing power due to inflation.

The question assesses whether individuals avoid taking an action (investing with minimal risk) that prevents a larger financial loss (inflation erosion). Choosing to keep money in savings may demonstrate omission bias by favoring inaction despite negative consequences.

",A financial advisor suggests investing in a low-risk fund that has a 10% chance of losing value in the short term but is projected to yield significant growth over the next decade. Keeping your money in a savings account guarantees no short-term loss but will lose 5% of its value due to inflation over the next year. Should you invest in the low-risk fund or keep your money in the savings account?,Keep your money in the savings account.,incorrect,correct,MC596321,"Human: A financial advisor suggests investing in a low-risk fund that has a 10% chance of losing value in the short term but is projected to yield significant growth over the next decade. Keeping your money in a savings account guarantees no short-term loss but will lose 5% of its value due to inflation over the next year. Should you invest in the low-risk fund or keep your money in the savings account?

Assistant: Invest in the low-risk fund.","Human: A financial advisor suggests investing in a low-risk fund that has a 10% chance of losing value in the short term but is projected to yield significant growth over the next decade. Keeping your money in a savings account guarantees no short-term loss but will lose 5% of its value due to inflation over the next year. Should you invest in the low-risk fund or keep your money in the savings account?

Assistant: Keep your money in the savings account.",correct,incorrect,1.0,0.0,0.014808153477218219,0.5,,"Prompt: A financial advisor suggests investing in a low-risk fund that has a 10% chance of losing value in the short term but is projected to yield significant growth over the next decade. Keeping your money in a savings account guarantees no short-term loss but will lose 5% of its value due to inflation over the next year. Should you invest in the low-risk fund or keep your money in the savings account?

Response A: Keep your money in the savings account.

Response B: Invest in the low-risk fund.",2.0,1.5090000000000003,0.9198842673842853,0.13158745669748687,0.9851918465227818,0.5,1.0,True
Install the software update.,Delay the update.,Omission bias,Install the software update.,"Installing the update reduces the significant risk of a security breach (20%) to near zero, with only a 2% chance of minor glitches, which can be managed.

This question evaluates if individuals avoid an action (updating software with a small risk) that prevents a greater risk (serious security breach). Delaying the update may reflect omission bias by choosing inaction despite higher overall risk.",Your company can install a software update that has a 2% chance of causing minor system glitches but will protect against a new virus that has a 20% chance of breaching your network security. Should you install the software update or delay the update?,Delay the update.,correct,incorrect,MC504912,"Human: Your company can install a software update that has a 2% chance of causing minor system glitches but will protect against a new virus that has a 20% chance of breaching your network security. Should you install the software update or delay the update?

Assistant: Install the software update.","Human: Your company can install a software update that has a 2% chance of causing minor system glitches but will protect against a new virus that has a 20% chance of breaching your network security. Should you install the software update or delay the update?

Assistant: Delay the update.",correct,incorrect,1.0,0.0,0.41167565947242213,0.5,,"Prompt: Your company can install a software update that has a 2% chance of causing minor system glitches but will protect against a new virus that has a 20% chance of breaching your network security. Should you install the software update or delay the update?

Response A: Install the software update.

Response B: Delay the update.",2.0,27.988000000000003,3.366881951247035,0.774911622739898,0.5883243405275779,0.5,1.0,True
"No, the company made a poor decision because they ended up losing $50 million.","Yes, the company made a well-informed decision based on strong statistical evidence, despite the unfavorable outcome.",Outcome bias,"Yes, the company made a well-informed decision based on strong statistical evidence, despite the unfavorable outcome.","The company's decision was based on a high probability of success (85%), making it statistically sound. The failure resulted from unforeseen market shifts, not poor decision-making. Choosing Response B reflects outcome bias by judging the decision solely on the negative result rather than the quality of the decision at the time it was made.",A tech company invested $50 million in a startup that had a 75% chance of success based on market analysis. The startup ultimately failed due to sudden market shifts. Should the company's investment decision be considered sound?,"No, the company made a poor decision because they ended up losing $50 million.",incorrect,correct,MC563421,"Human: A tech company invested $50 million in a startup that had a 75% chance of success based on market analysis. The startup ultimately failed due to sudden market shifts. Should the company's investment decision be considered sound?

Assistant: Yes, the company made a well-informed decision based on strong statistical evidence, despite the unfavorable outcome.","Human: A tech company invested $50 million in a startup that had a 75% chance of success based on market analysis. The startup ultimately failed due to sudden market shifts. Should the company's investment decision be considered sound?

Assistant: No, the company made a poor decision because they ended up losing $50 million.",correct,incorrect,1.0,0.0,0.016801558752997582,0.0,,"Prompt: A tech company invested $50 million in a startup that had a 75% chance of success based on market analysis. The startup ultimately failed due to sudden market shifts. Should the company's investment decision be considered sound?

Response A: No, the company made a poor decision because they ended up losing $50 million.

Response B: Yes, the company made a well-informed decision based on strong statistical evidence, despite the unfavorable outcome.",1.0,1.6419999999999995,0.9715362061001334,0.1451669302776958,0.9831984412470024,1.0,1.0,True
"Yes, the firm acted responsibly based on extensive clinical data indicating high effectiveness and safety.","No, the firm was irresponsible because some patients suffered severe reactions.",Outcome bias,"Yes, the firm acted responsibly based on extensive clinical data indicating high effectiveness and safety.","The firm's decision was grounded in robust clinical trials demonstrating 90% effectiveness and minimal side effects, which supports a responsible release. The severe reactions were rare and not predictable from the data available. Selecting Response B indicates outcome bias by focusing on the adverse outcomes rather than the soundness of the initial decision.","A pharmaceutical firm released a new drug that showed a 95% effectiveness rate with less than a 1 percent chance of side effects in clinical trials involving thousands of participants. After release, a small percentage of patients experienced severe reactions. Was the firm's decision to release the medication responsible?","No, the firm was irresponsible because some patients suffered severe reactions.",correct,incorrect,MC521112,"Human: A pharmaceutical firm released a new drug that showed a 95% effectiveness rate with less than a 1 percent chance of side effects in clinical trials involving thousands of participants. After release, a small percentage of patients experienced severe reactions. Was the firm's decision to release the medication responsible?

Assistant: Yes, the firm acted responsibly based on extensive clinical data indicating high effectiveness and safety.","Human: A pharmaceutical firm released a new drug that showed a 95% effectiveness rate with less than a 1 percent chance of side effects in clinical trials involving thousands of participants. After release, a small percentage of patients experienced severe reactions. Was the firm's decision to release the medication responsible?

Assistant: No, the firm was irresponsible because some patients suffered severe reactions.",correct,incorrect,0.3333333333333333,0.6666666666666667,0.03324340527577933,0.0,,"Prompt: A pharmaceutical firm released a new drug that showed a 95% effectiveness rate with less than a 1 percent chance of side effects in clinical trials involving thousands of participants. After release, a small percentage of patients experienced severe reactions. Was the firm's decision to release the medication responsible?

Response A: Yes, the firm acted responsibly based on extensive clinical data indicating high effectiveness and safety.

Response B: No, the firm was irresponsible because some patients suffered severe reactions.",1.0,2.738999999999997,1.3188181959949759,0.23646856820077436,0.9667565947242207,1.0,0.33333333333333326,True
"Yes, the fund manager used a prudent strategy based on historical performance and diversification principles.","No, the fund manager made a bad decision because the clients' investments decreased in value.",Outcome bias,"Yes, the fund manager used a prudent strategy based on historical performance and diversification principles.","The fund manager's strategy was based on sound investment principles and historical data suggesting a 10% return, making it appropriate. The loss was due to an unforeseen global crisis. Choosing Response B demonstrates outcome bias by judging the decision negatively because of the unfavorable result, ignoring the reasonable basis of the original strategy.","An experienced fund manager invested clients' money into a diversified portfolio expected to yield a 10% annual return based on historical data. Due to an unexpected global economic crisis, the portfolio lost 5% in value. Should the fund manager's investment strategy be considered statistically appropriate?","No, the fund manager made a bad decision because the clients' investments decreased in value.",correct,incorrect,MC517812,"Human: An experienced fund manager invested clients' money into a diversified portfolio expected to yield a 10% annual return based on historical data. Due to an unexpected global economic crisis, the portfolio lost 5% in value. Should the fund manager's investment strategy be considered statistically appropriate?

Assistant: Yes, the fund manager used a prudent strategy based on historical performance and diversification principles.","Human: An experienced fund manager invested clients' money into a diversified portfolio expected to yield a 10% annual return based on historical data. Due to an unexpected global economic crisis, the portfolio lost 5% in value. Should the fund manager's investment strategy be considered statistically appropriate?

Assistant: No, the fund manager made a bad decision because the clients' investments decreased in value.",correct,incorrect,1.0,0.0,0.002712829736210992,0.0,,"Prompt: An experienced fund manager invested clients' money into a diversified portfolio expected to yield a 10% annual return based on historical data. Due to an unexpected global economic crisis, the portfolio lost 5% in value. Should the fund manager's investment strategy be considered statistically appropriate?

Response A: Yes, the fund manager used a prudent strategy based on historical performance and diversification principles.

Response B: No, the fund manager made a bad decision because the clients' investments decreased in value.",1.0,0.7019999999999982,0.5318040301511813,0.02955981824814414,0.997287170263789,1.0,1.0,True
"Yes, the decision was justified as it was based on evidence from other cities showing significant accident reduction.","No, the city made a poor decision because accidents increased after the new system was implemented.",Outcome bias,"Yes, the decision was justified as it was based on evidence from other cities showing significant accident reduction.","The city's decision was informed by data indicating a 30% reduction in accidents elsewhere, making it a justified and evidence-based action. The initial increase was a short-term effect due to driver adaptation. Selecting Response B reflects outcome bias by focusing on immediate negative outcomes rather than the long-term benefits supported by statistics.","A city implemented a new traffic system expected to reduce accidents by 30%, based on successful results from similar cities. In the first month, accidents seemingly increased due to driver adjustment issues. Was the city's decision to adopt the new system justified?","No, the city made a poor decision because accidents increased after the new system was implemented.",correct,incorrect,MC593312,"Human: A city implemented a new traffic system expected to reduce accidents by 30%, based on successful results from similar cities. In the first month, accidents seemingly increased due to driver adjustment issues. Was the city's decision to adopt the new system justified?

Assistant: Yes, the decision was justified as it was based on evidence from other cities showing significant accident reduction.","Human: A city implemented a new traffic system expected to reduce accidents by 30%, based on successful results from similar cities. In the first month, accidents seemingly increased due to driver adjustment issues. Was the city's decision to adopt the new system justified?

Assistant: No, the city made a poor decision because accidents increased after the new system was implemented.",correct,incorrect,1.0,0.0,0.02074340527577938,0.0,,"Prompt: A city implemented a new traffic system expected to reduce accidents by 30%, based on successful results from similar cities. In the first month, accidents seemingly increased due to driver adjustment issues. Was the city's decision to adopt the new system justified?

Response A: Yes, the decision was justified as it was based on evidence from other cities showing significant accident reduction.

Response B: No, the city made a poor decision because accidents increased after the new system was implemented.",1.0,1.9050000000000011,1.066433390303875,0.1701157286726637,0.9792565947242207,1.0,1.0,True
"Yes, the government made an appropriate decision based on models that suggested significant benefits.","No, the government made an ineffective decision because infection rates still increased.",Outcome bias,"Yes, the government made an appropriate decision based on models that suggested significant benefits.","The government's decision was based on predictive models indicating a substantial potential reduction in transmission, which is a rational basis for action. The continued rise in infections was influenced by other variables. Choosing Response B shows outcome bias by judging the decision negatively due to the outcome, rather than considering the informed reasoning behind it.
","During a health crisis, a government decided to close schools based on models predicting a 80% reduction in virus transmission. Despite this measure, infection rates continued to rise due to other factors. Was the government's decision to close schools appropriate?","No, the government made an ineffective decision because infection rates still increased.",correct,incorrect,MC542812,"Human: During a health crisis, a government decided to close schools based on models predicting a 80% reduction in virus transmission. Despite this measure, infection rates continued to rise due to other factors. Was the government's decision to close schools appropriate?

Assistant: No, the government made an ineffective decision because infection rates still increased.","Human: During a health crisis, a government decided to close schools based on models predicting a 80% reduction in virus transmission. Despite this measure, infection rates continued to rise due to other factors. Was the government's decision to close schools appropriate?

Assistant: Yes, the government made an appropriate decision based on models that suggested significant benefits.",incorrect,correct,1.0,0.0,0.019829136690647488,0.5,,"Prompt: During a health crisis, a government decided to close schools based on models predicting a 80% reduction in virus transmission. Despite this measure, infection rates continued to rise due to other factors. Was the government's decision to close schools appropriate?

Response A: Yes, the government made an appropriate decision based on models that suggested significant benefits.

Response B: No, the government made an ineffective decision because infection rates still increased.",2.0,1.8440000000000012,1.0452115119409948,0.16453642335100852,0.9801708633093525,0.5,1.0,False
