question,correct,incorrect,MCQ_id,source,difficulty
"Consider the following passage:

SEOUL — South Korean Foreign Minister Kang, Kyung-wha said on Wednesday that the U.S. and South Korea jointly made the decision to suspend combined military exercises scheduled for August, but would not confirm if her government was given advanced notice before U.S. President Trump announced his intention to cancel the drills, after he met with North Korean leader Kim Jong Un in Singapore on June 12.
“We have made it clear that this is a goodwill gesture to strengthen the dialogue momentum at this point, but they are not irreversible. They could quickly come back should we see the dialogue momentum losing speed or North Korea not living up to its denuclearization commitment,” said Foreign Minister Kang.
During a press briefing in Seoul, the foreign minister said she was in in close communication with U.S. Secretary of State Mike Pompeo about the drills directly following the Singapore summit. And while the announcement canceling the exercises came suddenly, Kang said, South Korea was also considering this option to keep diplomatic momentum moving forward following the U.S.-North Korea summit where Kim reaffirmed his commitment to the “complete denuclearization” of North Korea.
The now cancelled Ulchi Freedom Guardian exercises normally held in August usually bring in 3,000 more American troops from abroad and involve 50,000 South Korean troops.
No decision has yet been made whether the other large-scale joint exercise held in the spring would be suspended as well.
At the Singapore summit Trump said he would cancel the “war games” that he said were both enormously expensive and “provocative,” as an act of good faith and in response to North Korea’s commitment to denuclearization, its continued suspension of nuclear and missile teats, and the recent closing of its nuclear testing site.
North Korea has long called for the end of these joint military exercises that it says are offensive “rehearsals for war.”
In the past U.S. officials refused to suspend the joint drills, that they defended as defensive in nature and legal under international law, for a pledge from North Korea to freeze its nuclear and ballistic missile capabilities that are prohibited by United Nations resolutions.

The drills probably lasted",several hours,several days,,QuAIL,
"Consider the following passage:

Aage Llievang tried explaining to his mother, but she shook her head. ""Now, Aage. Really. Your own car? A car? What would the other co-op members think?""
""Mom, this is a classic! 1952 MG-TD. It's even--""
""British Racing green... yes, Aage. I know. Your father knows. Your grandmother knows. We all know about the car.""
""But Mom, look."" He waved his Handy at her. The MG glowed on its small screen. ""There's one up for auction on carsforsale.com and I'm too young to bid. You've got to help me.""
""Aage!"" She put her hands on her hips and shook her head. ""Your age is not the problem. You can't even afford it.""
""I'd pay you back."" How could he explain his fascination with the Vehicular Age to her? The seductive sheen, the rumble, the combustive power of automobiles called to him like a siren at sea. He coveted the sense of possibility inherent in the turn of a key.
And the MG-TD held a place high in his list of hope. British Racing Green, wood dashboard and a four-stroke engine. He had only seen one MG-TD, when he'd gone on holiday with his folks to the U.K. They had been walking down the street in downtown London. Most of the traffic had been pedestrian or cyclist. The occasional fuel-cell car glided by like a ghostly leftover from the Vehicular Age. Double-decker biodiesel buses roared past regularly, trailing the odor of fish and chips after them.
And then it came down the street toward them. A car that purred as its rounded lines soaked up the sun with a green so deep it was almost black. It pulled into the valet parking of a grand hotel and two people got out. Aage barely noticed them. He stared inside the car, where chrome and brass gleamed against a burled wood dashboard. The doors of the car shut with the heavy thunk of real metal. A valet pulled the car out of the parking circle and Aage never saw it again.

What was Aage unable to explain to his mom?",His love of the Vehicular age,How to make a bid on the car auction,,QuAIL,
"Consider the following passage:

Macy Golong peeked into Mallie Mae's room and was not surprised to see her sleeping. Elmo's mother rarely stayed up past 10:00 PM, and it was nearly 11:00. She closed the door and started to go back to her room across the hall. She was halfway through a romance novel. But Hadley's delicious oatmeal raisin cookies were calling to her.
She walked down the stairs to the kitchen and put a few cookies on a plate. Then she poured a glass of milk. She wondered what Elmo was doing. Was he in the Media Room with Carsie? Their Media Room? Before Elmo and Carsie got together, Elmo and Macy used to spend hours almost every night in that room. Some nights he had almost kissed her.
She left her milk and cookies on the kitchen counter and went down another flight of stairs, which came out in the Recreation Room. Macy could hear the sound of the TV coming from Media Room. She tiptoed to the open doorway and peeked in. There she was--that conniving slut--sitting where Macy should have been. How could Elmo have replaced her like that? She thought he had been falling in love with her. How could she have been so wrong? But it could still happen--if that woman would just go away.
Elmo said, ""Yeah. So, beginning Monday there will be two doctors in the office. That should take a little pressure off. If I need to be out for a day or two, Dr. Edwards can fill in for me.""
""Yeah, or if you need to take off a week for a trip to Hawaii with your beautiful new wife."" Carsie gave him a sexy smile.
""That's right. Dr. Ernie will take care of everything while I'm gone.""
""Dr. Ernie?""
""Yeah. I asked if he would mind being called 'Dr. Ernie'. His name is Ernest, but I thought 'Dr. Ernie' would fit in well with the Sesame Street theme of my office.""
""So the two of you are Drs. Elmo and Ernie?""
""Yep.""

Who did Macy think had been falling in love with her?",Elmo,not enough information,,QuAIL,
"Consider the following passage:

It was hot. The smell of blood already hung heavy in the air. The white sands, imported from the far west mountains of limestone, sucked up the fire of the huge red sun. It was always hot in the south desert. Even in the deep of night the stones of Gazu Kadem kept the city warm. Now, at mid-day, it was at its hottest. A quarter of a million people at the arena didn't make it any cooler. The merchants, nobles, and the slaves lucky enough to attend had waited outside Dan Trex's arena for days. They knew the value of entertainment in such a dark world. They wore cowls to protect themselves from the sun as they waited. Entire businesses thrived on the forced mercantile of the captive audience. Food went for thrice its cost to those waiting near the entrance. Water went for five times as much. The arena was as old as the city, built in the days of the old empire for a king now long forgotten. The octagonal arena was a machine, an engine that built warriors out of the raw material of flesh, blood, and steel. Now, thousands of years later, it still served that purpose. The machine had built Dan Trex's army, half a million of the most ruthless and well trained soldiers to ever walk the planet. While one hundred and fifty thousand civilians and slaves got drunk, gambled, shat, fucked, and slept on the stone steps; one hundred thousand of his men sat in silence wearing black and bronze and watching him as Trex walked out into the arena alone and unhelmed. His soldiers watched the games in silence. They made not a sound when twelve of the most beautiful girls to walk on small bare feet were raped and flayed apart by dark priests in a ritual to Gazu Kadem's god-king, Danken Ovelde. They studied the three-horned desert bull as it gored five slaves. They watched the spear technique of four slave armies as they warred in a single great battle. They watched blades of silver spray fans of red blood into the air. They watched vital organs spill onto the white sands. They heard men and women scream as life left them. They watched and they made no sound.

how long did the ceremony probably last?",a day,not enough information,,QuAIL,
"Consider the following passage:

Think outside the box, whilst inside the box (studio):
As this studio is about working with constraints, I thought i’d google ‘constraints in filmmaking’ and see what comes up. One of the first links was to a journal article by Heidi Philipsen entitled ‘Constraints in Film Making Processes Offer an Exercise to the Imagination’. Interestingly enough the first sentence of her article states: “I would like filmmakers interested in thinking “outside the box” to recognize that they can benefit from being placed “inside a box.” I wonder if Paul had contemplated this whilst choosing the name for this studio.
Throughout her article Philipsen challenges the notion that creativity is an intangible innate quality, existing within the mind of one source, but rather creativity arises from a multitude of sources. Alike all things shared she suggests that creativity is easier to enhance by changing environmental conditions, rather than encouraging people to ‘think more creatively’. Perceiving creativity in this way allows you to see it as an organisationally influenced phenomenon, rather than a psychological  and individual phenomenon. Which enables you to have more control over creativity and to encourage creativity once being aware of how it can be environmentally enhanced. As Csikzentmihalyi (1996) states “a genuinely creative accomplishment is almost never the result of a sudden insight, a lightbulb flashing on in the dark, but comes after years of hard work”.
Constraints, as Philipsen suggests is one such way to manipulate the environment to enhance creativity. Students who attended The Film School in Denmark, who were forced into working with constraints for their  projects eventually considered constraints to be both useful and inspirational. Such constraints included: making a scene with a specific theme, within a specific deadline and with other specific conditions concerning the use of camera, sound, actors etc. Students stated that these constraints ultimately made them feel secure, inspired and focused and encouraged them to become more experimental as each student wanted to make their own ‘personal film’ and not the same kind of film as each of the other students. As many students stated it would have been much more difficult to make a film WITHOUT constraints than with. For it would have increased both the overwhelming options and the associated anxiety.

What is true about heidi philipsen",she is a scholar,she understands film,,QuAIL,
"Consider the following passage:

I will never own a Chanel suit. It is unlikely that I will ever own a (genuine) Chanel handbag. However, a Chanel nail polish was definitely attainable. Whilst they are ridiculously expensive compared with most other nail polishes ($AU39), they are still much more affordable than the $AU1,000,000,000 a handbag costs (or so I estimate as I have never actually priced one).
After seeing swatches of Peridot online, I knew that baby would one day be mine. The other two polishes in the collection - Quartz and Graphite - did not excite me the way Peridot did. That was until I read this review of Graphite on the Polish Police. Suddenly, Graphite was on my radar. It was stuck in my head like an ear worm; another baby, soon to be adopted.
I argued with myself for about a month on whether to get these polishes or not. Could I really spend nearly $80 on nail polish. It did seem rather excessive to me. Then, Myers sent me a $10 voucher for my birthday and I got a $30 voucher for doing a survey so the decision was made. For $38 of my own money (less than the cost of two OPI's!) I became the proud owner of Peridot and Graphite. Here is my review of Graphite.
Graphite is the most stunningly intriguing nail polish I have ever owned. In the bottle it looks a little bit dull and boring - grey and bland. But on the nail it is completely different. In some lights it is silvery, others a more gun metal grey, and in others it has almost a goldish tone to it. It is super sparkly, yet is not a glitter polish - though in saying that it appears more glitter than shimmer. It is quite opaque. Two coats and you can't see the nail line. In the photos below I have actually applied three coats (plus an addition two top coats of clear) because I was going to a wedding and I wanted it to be perfect. But ordinarily two would be sufficient.

What does the writer think of Chanel Graphite nail polish?",not enough information,it's a shimmer polish,,QuAIL,
"Consider the following passage:

Greg said goodbye to his last student at 8:15 PM, locked up the studio, and got into his car. He always looked forward to his evening rendezvous with Bonnie--his nickname for the Bonneville. He liked to put her top down, and drive her around town in the moonlight. Their route varied from night to night, but the ultimate destination was never in question.
""May I help you?""
The worn-out speaker was crackly, but he still recognized the particularly twangy East Texas voice of Fontana Fry.
Over his six years of vocal training, he had become acutely aware of accents. This is true of all classically trained singers. Great emphasis is placed on precise pronunciation and enunciation. It is mandatory that the singer's repertoire include works written in English, Latin, Italian, German, and French.
So, by the time Greg finished his graduate degree, his accent had been all but eliminated. He sounded somewhat like a network news anchor instead of an East Texan.
""I would like a large--""
""--a large dipped cone, the usual. Right?""
The Dairy Queen drive-thru ordering station was located out in front of the restaurant, on the right side. He looked up, and saw the 19 year-old waving at him. She looked so cute in her little Dairy Queen outfit. Fontana was in her first year at Kilgore College. She planned to be an elementary teacher. He knew she would be a good one.
Greg had met Fontana a few months earlier when she brought her 13-year-old brother to the studio to enroll for guitar lessons. The boy was holding a U.S. made, 1968 Harmony acoustic guitar his uncle gave him. The body and the frets were badly worn, but the instrument still played beautifully. It looked somewhat like a large violin, with arched top and f-holes. That shape produces a more mellow sound than flattops. And the guitar's age contributed additional warmth to the tone.

How does Greg feel about Fontana.",He thinks she is cute,He does not like her,,QuAIL,
"Consider the following passage:

SEOUL — Arms control experts estimate that the dismantlement of North Korea’s nuclear program could take a decade to complete, and cost $20 billion, if a nuclear agreement is reached between U.S. President Donald Trump and North Korean leader Kim Jong Un when they meet in Singapore on June 12.
“The hard work has not yet begun, and it is gong to take sustained energy on the part of the United States, South Korea, Japan, China and North Korea. It’s going to be a multiyear long process,” said Daryl Kimball, the executive director of the Arms Control Association in Washington.
President Trump has said he expects a ""very positive result"" from the North Korea nuclear summit, but he also said it will likely be the beginning of a process to resolve differences over the extent of the North’s denuclearization, and the specifics regarding what sanctions relief, economic aid and security guarantees would be offered in return.
U.S. Defense Secretary Jim Mattis said on Sunday that North Korea would only receive sanctions relief after it takes ""verifiable and irreversible steps to denuclearization.""
This position aligns closer to the Kim government’s stance that denuclearization measures and concessions be matched action for action. And it backs away from demands made by some in the president’s national security team that Pyongyang quickly and unilaterally dismantle all its weapons of mass destruction before any concessions would be offered.
North Korea is estimated to have 20 to 80 nuclear warheads, both known and covert nuclear research and processing sites, and thousands of ballistic missiles that can be launched from mobile vehicles, and submarine based launchers have been tested in recent years.
With such an extensive nuclear arsenal it could cost $20 billion to achieve the U.S. goal of complete, irreversible, and verifiable nuclear dismantlement (CVID), according to a recent study conducted by Kwon Hyuk-chul, a Kookmin University professor of security strategy.
Kwon based his assessment in part on past nuclear deals with North Korea and Ukraine’s experience in dismantling its nuclear arsenal after the fall of the Soviet Union in the 1990s.

What is probably true about Kwon Hyuk-Chul?",He has spent a lot of time doing research.,not enough information,,QuAIL,
"Consider the following passage:

I end this small run of blog posts with the question posed by Professor Brian Boyd at the beginning of our evening:
Do we want to close the achievement gap?
We know we can close the gap. It’s been done or almost been done before in Scottish education, but the answers have been ignored as they pass us by. The simple clue is this: poverty is single biggest predictor of achievement, and according to research (Hammonds sic, reference required), aged 10, a child living in poverty is 60% less likely to get to university.
Boyd borrowed from his own mother’s report card to ask us what kind of education we desire. Is it the academic success at all costs route, or is there another option we need to value as much, if not more? His mother’s report card, one that prevented her from becoming a secondary school pupil in Glasgow, is filled with G and FG, until the last point: Character and conduct - excellent.
What kind of pupils do we want to develop in Scotland? What do we value in our assessment system? Opening up opportunity for all is a tough game to play when the examination system rewards only certain types of behaviour, few of them related to what the Curriculum for Excellence says we stand for. In his own small community in East Kilbride, three secondary schools enter a period of meltdown as the local rag sets about creating its own local league table of performance, with those three ‘teams’ in competition for the top spot (or at least not the bottom one). Therefore, we must stop basing “the gap” largely on attainment.
First of all, Boyd would like us to remove the traditional, and non-sensical academic/vocational divide. Is the law or medicine degree we value not vocational? (Are all General Practitioners not Plumbers, as Dr Murray on the panel suggests?)

Dr. Murray is probably a doctor in what field?",not enough information,Social research,,QuAIL,
"Consider the following passage:

I'm going to take something that happened to my daughter for this answer.
Billie Jo (our daughter) was probably around ten years old when it happened. We had a young Black Labrador dog who had become quite smitten with chewing things up that she wasn't supposed to. The list grew longer as the months passed.
Looker, our black lab, had chewed up and eaten a $10 bill, my VCR remote control (probably around 1987), and a sticker-filled blackberry vine my wife had planted. How she did that one without serious repercussions is beyond me.
She also had a habit of grabbing the mail as it slid through the slot that was in our front door, taking it out back and 'sorting' it for us. So what happened really came as no big surprise.
My daughter was a very diligent student, never wanting to let down her teachers by not turning her homework in as soon as she got to school (at least until she hit 14).
One morning our daughter was trying to find the math homework that she knew she had completed the night before. My wife assisted in the search and soon found a partially chewed up piece of our daughter's homework page.
Our daughter was devastated! How could she possibly walk in to school and publicly announce,
“My dog ate my homework!”
without becoming the laughing stock of the school?
Like this:
Mama Bear (my wife) storms into the classroom and vehemently upholds our daughter's “dog ate my homework” bit, showing the teacher the half eaten paper.
Funny thing was, the teacher would have never doubted our little girl for one minute. Back then, Billie Jo was the sweetest, cutest, most polite and well mannered child a parent could possibly hope for. And her teachers loved her.
So, if you have partial proof, it can be a valid excuse.

What is the dogs name?",not enough information,Blue,,QuAIL,
"Consider the following passage:

It’s October, which means it’s that time of the year again: flu vaccination time!
Back when I worked in a primary care clinic, this is when we made a big push to offer the seasonal flu shot to all of our patients. (And we got ourselves immunized, as well.)
Not all of our patients agreed. Many older adults are skeptical of the need to get a yearly vaccination against influenza. They aren’t sure it will help. Or they think that the vaccination will actually give them a mild case of the flu. Or they just don’t like needles.
Or maybe they aren’t sure which type of seasonal flu shot to get: the regular one or one of the newer “stronger” versions, designed for older adults?
I’m never surprised when people bring up these questions. Vaccination for seasonal influenza can indeed be a confusing topic.
But it’s certainly important to consider. Depending on the year, the Centers for Disease Control (CDC) estimates that every year, influenza affects 9-60 million Americans, causes 140,000-710,100 hospitalizations, and results in 12,000-56,000 deaths. (Influenza is more severe in some years than others.) Most people get better without needing hospitalization, but some people get very sick. Older adults are especially likely to get dangerously ill from catching the flu.
So I agree with the CDC’s recommendation: everyone over the age of 6 months should get their seasonal flu shot.
In fact, I’m about to go get mine. As a healthy woman in her 40s, I’m not that concerned about getting dangerously ill from influenza. Instead, I get my annual flu shot because I want to minimize my chance of getting sick and perhaps exposing my older patients to influenza.
This month, you’ll probably be encouraged to get vaccinated too. So in this article, I’ll address some key things to know about influenza and the flu shot, along with some common questions and concerns. Here’s what I’ll cover:
* The basics of influenza and vaccination against the flu
* What to know about flu shots for older adults
* What’s new and resources for the 2017-2018 flu season
* Which influenza vaccination is probably best for most older adults
* What to do if your older parent or relative is unwilling or unable to get vaccinated

After getting her flu shot, how does the author feel about others getting the flu shot?",She thinks everyone over the age of 6 should get a flu shot,She thinks only healthy woman in their 40s should get a flu shot,,QuAIL,
"Consider the following passage:

SEOUL, SOUTH KOREA — The U.S. election calendar could be a key factor in determining the scope and timing of a potential deal to end the North Korean nuclear program.
Planning is progressing for both the upcoming summit between North Korean leader Kim Jong Un and South Korean President Moon Jae-in at the end of April and the expected meeting between U.S. President Donald Trump and Kim in late May or early June.
President Trump said Tuesday that there had been talks at “extremely high levels” between his administration and the North Korean government. Later it was reported that Mike Pompeo, the director of the Central Intelligence Agency and a secretary of state nominee, met recently with Kim Jong Un in Pyongyang.
Trump also noted the talks have been marked by “a lot of goodwill” and that “there has been a major change in terms of North Korea’s behavior,” since Kim’s Olympic outreach this year, in which he sent a large delegation to the Pyeongchang Winter games in South Korea, suspended nuclear and missile tests, and expressed a willingness to engage in denuclearization talks.
The turn toward diplomacy has reduced, for now, the potential for conflict over the North’s accelerated efforts last year to develop an operational nuclear-armed intercontinental ballistic missile that can reach the U.S. mainland.
The North Korean leader’s decision to engage in denuclearization talks was likely motivated by both Trump’s “maximum pressure” campaign, which increased sanctions and the threat of military action against the North, and by South Korean President Moon’s reassuring outreach efforts to improve inter-Korean relations.
Trump’s motivation in pursuing a nuclear deal with North Korea, in addition to resolving a growing national security threat, could also have a political component.
According to North Korea analysts at the Sejong Institute in South Korea, the Trump administration is likely calculating how achieving such an agreement could help boost the president’s chances for re-election in 2020.
“If I were Trump, I would try to make a tangible accomplishment on the North Korea nuclear issue within the first term by 2020, and in my personal opinion, that would be a really huge achievement for Trump,” said Lee Sang-hyun, with the Sejong Institute.

After the end of this story, Trump probably is",Still applying pressure to North Korea,Not applying pressure to North Korea,,QuAIL,
"Consider the following passage:

Jon's back ached. Frost had come early this year and the ground broke like stone. Jon had spent eight seasons breaking this ground to plant spring's crops and every year it got harder. Sweat beaded on his brow and he felt his cotton shirt stick to his skin under his coat. Jon took off his soft-brimmed hat and wiped his forehead. He examined the hat as he let his breath return.
The hat had kept the burning sun and beating rain off his head for as long as Jon owned the farm. He wore it every day. It had been a gift given to him on the day he married Alasandra but he could not remember who gave it to him. Jon put it back on his head and pushed the tiller deep into the stubborn earth.
Daven ran over the hill and down the cart path leading to their small cobblestone house. The boy had only left a short while ago and he held no sack with the bread and cheese his mother had told him to buy. Jon furrowed his brow. The boy continued to run and soon the wind carried his cry to his father's ears.
""Papa! A carriage is coming! Two horses!""
Jon's furrowed brow remained. Surely the boy meant a cart from a neighboring farm. No carriage made it out this far.
""It's from the city! A soldier drives it!""
Jon felt ice water flow over him. He turned to the house.
""Sandra! Get the musket out of the pantry!""
Jon saw his wife's face appear at one foggy window. Jon gestured wildly at her.
""Get it!""
They were too late. As Daven reached Jon, the black carriage already approached. A single figure sat on the bench, guiding the two brown horses down Jon's path.

Who examined their hat?",Jon,Daven,,QuAIL,
"Consider the following passage:

Regular readers of Beauty Best Friend blog will know that I suffer from an extremely sensitive scalp which can be really itchy, and I have to be very careful what shampoo I use. I know that I’m sensitive to shampoos containing sodium laureth sulfate (also known as SLS, it’s the ingredient that makes shampoos, shower gels and soaps lather) but I’m also sensitive to some other ingredients in shampoos too – mainly fragrances.
I had previously been using Rainforest Balance Shampoo and Conditioner from The Body Shop®, but I found the conditioner a bit too rich and my hair didn’t always feel totally clean after using it. So I started doing a bit of research into recommended natural shampoos – and this Sensitive Shampoo from Lavera kept coming up again and again! Several of the reviews I read said that this was the best shampoo for sensitive scalps and that it left hair feeling really clean and soft, so I decided to try it.
The shampoo is a translucent peach-coloured gel that contains organic witch hazel and organic almond milk. It has quite a strong scent, but it’s a nice one so it doesn’t put me off. The shampoo feels creamy when you rub it together in your hands, but I did need quite a lot of it to get a good lather on my first application – the second application lathers a lot more easily.
I definitely agree that this makes hair feel a lot cleaner than a lot of the other SLS-free shampoos that I’ve tried, my hair feels clean and full and soft when I’ve used it – the same way it would do if I were using a regular shampoo. I think it also helps my hair to dry more quickly and makes it easier to straighten too. But where this shampoo is outstanding is the way it makes my scalp feel – my scalp feels soothed and calm and there’s no hint of itching. I’ve been using Lavera Sensitive Shampoo for over a year now and I wouldn’t change it for the world, it’s definitely one of the best shampoos for a sensitive itchy scalp.

When did the author's hair feel a lot cleaner?",after using Sensitive Shampoo from Lavera,before using Rainforest Balance Shampoo and Conditioner,,QuAIL,
"Consider the following passage:

U.S. President Donald Trump on Friday blasted former FBI director James Comey as an ""untruthful slime ball,"" and said it was his ""great honor"" to fire him.
Trump's barrage of insults comes as Comey engages in a publicity campaign for his book, ""A Higher Loyalty: Truth, Lies, and Leadership,"" which is set to be released next week.
The memoir promises a deep look at Comey's fraught relationship with the U.S. president who fired him, and whom Comey has accused of interfering in the independence of the FBI.
On Twitter, Trump said Comey should be prosecuted.
Trump's comments are in line with an online campaign, organized by his supporters, to discredit Comey.
The Republican National Committee on Thursday launched a new website, Lyin'Comey.com, which features quotes from prominent Democrats who have criticized the former FBI director in the past. The GOP plans to fact-check Comey's book and use the website for ""rapid response"" to highlight any ""misstatements"" or ""contradictions,"" Fox News reports.
Comey's book blasts Trump as unethical and ""untethered to truth'' and calls his leadership of the country ""ego driven and about personal loyalty.'' The book also contains several personal jabs at Trump, including references to what Comey says are the ""bright white half-moons"" under Trump's eyes, which he surmises were the result of Trump using tanning goggles.
Comey also casts Trump as a Mafia boss-like figure who sought to blur the line between law enforcement and politics, and tried to pressure him regarding his investigation into Russian election interference, according to multiple early reviews of the book.
Trump fired Comey in May 2017, setting off a storm of charges from Democrats that the president sought to hinder an investigation into whether his campaign colluded with Russians.
The firing led to the appointment of Robert Mueller as special counsel overseeing the Russia investigation. Mueller's probe has expanded to include whether Trump obstructed justice by firing Comey, an idea the president denies. Trump has assailed Comey as a ""showboat'' and a ""liar.''

In what state did James Comey get married?",not enough information,Arizone,,QuAIL,
"Consider the following passage:

My old roommate’s cats, Clise and Monkey, were about as different as cats could be. Clise, rescued as an emaciated kitten from a local park, grew up to be morbidly obese. His interests mainly involved eating food, begging for food, or going around the neighborhood scrounging for food. He could hear a can opener from a mile away.
Monkey was a more active cat. He liked to chase the laser pointer and was the first to run to the door when someone arrived. But he could also be lazy, lounging in a sunbeam or stretched out on the couch.
Both of them liked to watch TV.
Soon after I moved in, I started having health issues which necessitated a lot of time lounging around myself. This was the era of reality TV, back when much of it was actually good. The cats, Monkey especially, watched with me.
Monkey definitely had his preferences. His favorite shows were The Girls Next Door and Dallas Cowboys Cheerleaders: Making The Team. Notice a theme here? Playboy Playmates and professional cheerleaders. Monkey liked his T & A (tits and ass).
If one of these shows was on, and I turned it to Project Runway or something, Monkey would march off. But as soon as I turned it back, and he could hear the high-pitched giggling, he’d come running back.
Clise’s favorite shows were Top Chef, Iron Chef, and Rachael Ray. Food porn. If there was something he especially craved, like a shrimp stir-fry, he’d assume a begging pose, right in front of the TV, as if Rachael might take pity on him and throw him a scrap or two.
I moved out about a year later. A few months previous, Monkey ended up catching some wasting disease and dying, but Clise, as far as I know, is still there, begging for scraps from anyone he can — in real life or televised.

After John moved out, Monkey probably lasted,",a few more months,10 years,,QuAIL,
"Consider the following passage:

A few times. Mostly whilst doing this job and trying to help drunk people or assholes. Sadly it's becoming a regular occurrence for crews to be assaulted.
My last time was a few days ago and the worst thing about it was watching my crew mate and several police officers curl up laughing.
I'll set the scene. Imagine. If you will. A large rather expensive hotel. Then add to that image a rather drunk and buxom young lady who is lying on the floor in a drunken slumber after taking off a lot of her clothes. She was just in her underwear. We were called to look after her. On our arrival she was absolutely fine. Stood up, walked to the stretcher and lay down. Whining about how we were the ' oppressors of society', and other such drivel Because I had the cheek to try and give her a tiny bit of dignity by covering her up with a blanket. She didn't want that. We made it to the ambulance without any hassle and started to do the necessary checks we do on every patient. Blood pressure etc etc when out of the blue she decided that she wanted to release her rather large breasts. Try as I might to give her a little bit of dignity she wasn't interested so we just made sure no one could see inside the ambulance.
After a few minutes she calmed down so I put the blanket over her. Something I do for almost every patient. Without warning THWACK. she hit my in the face with her boob. Then. As I reeled from this waiting for my brain to catch up and make sense of everything, THWACK she did it again. Right round the face with a large breast!!
I turned around to get some support from my colleagues who were crying. Both my crew mate and the officer. Crying. Neither able to speak………..
I didn't know what to say for a while after that…something my crew mate called 'a blessing'
Sigh

The author probably believes that",the lady is of low moral character,not enough information,,QuAIL,
"Consider the following passage:

SEOUL, SOUTH KOREA — Some people in Seoul on Tuesday said they are happy just to see U.S. President Donald Trump and North Korean leader Kim Jong Un talking to each other rather than trading threats of war.
“I am very happy because it is an epoch breakthrough after 70 years of division,” said Lee Jun-keun, a salesman working for a retail business.
Last year the two leaders traded insults, with Trump calling Kim “rocket man,” and the North Korean leader calling the U.S. president a “dotard,” and they both threatened military action as tension rose over the North’s accelerated weapons testing to develop an operational nuclear armed intercontinental ballistic missile capability.
But after North Korea successfully test-fired missiles it claimed could carry nuclear warheads capable of reaching the United States, Pyongyang pivoted to diplomacy by suspending further provocations and indicating a willingness to engage in denuclearization talks. Trump surprised allies and adversaries alike by immediately agreeing to meet with Kim, long before the specifics of a nuclear deal could be negotiated.
Tuesday’s first meeting between a sitting U.S. president and a North Korean leader produced a broad declaration to rid the Korean Peninsula of nuclear weapons and develop a peace treaty to end the long standing hostiles between the U.S. and North Korea.
Trump called the agreement “very comprehensive,” but it will be left to negotiators to later resolve differences between Washington’s call for complete and verifiable nuclear dismantlement before any sanctions relief is provided, and Pyongyang’s demand that concessions be linked to incremental progress.
Some in South Korea remain skeptical that the broad commitment reached at the U.S.-North Korean summit in Singapore will lead to North Korea giving up its nuclear weapons program.
“North Korea did not keep its promise in the past, even after signing the agreement. This is what I am disappointed and doubtful about,” said Shim Jae-yeon, a housewife who lives in Seoul.
Others however offered praise for President Trump for keeping the diplomatic momentum moving forward, despite the lack of details in the agreement.

When were the missiles test-fired by North Korea last year completed?",not enough information,over two years ago,,QuAIL,
"Consider the following passage:

SEOUL — The head of the United Nations World Food Program (WFP) on Tuesday said the North Korean leadership is hopeful that following a possible denuclearization deal, the international community will increase humanitarian aid for millions of people in the country who are living in poverty and suffering from malnutrition.
“There is a tremendous sense of optimism by the leadership, by the people I met with, in the hopes that they will be turning a new chapter in their history, a new page,” said David Beasley, the Executive Director of the WFP during a briefing in Seoul.
The WFP director visited North Korea for four days last week, spending two days in Pyongyang and two visiting rural areas outside the capital. Beasley said he was given “remarkable” access during his visit to the restrictive state where contact with foreigners is tightly controlled. Government minders also accompanied him during his visit.
Beasley, a former governor of the U.S. state of South Carolina, was nominated to head the WFP last year by U.S. Ambassador to the U.N. Nikki Haley, who is also a former South Carolina governor.
With the upcoming summit between U.S. President Donald Trump and North Korean leader Kim Jong Un now scheduled to be held in Singapore on June 12, there are increased expectations that an agreement will be reached to dismantle the North’s nuclear, missile and chemical weapons programs that threaten the U.S. and its allies.
Details over the scope and timing of the denuclearization process must still be worked out, but the North Korean leader has indicated he wants to resolve the dispute to focus on improving the economic conditions of the country.
Ending the severe U.S. led sanctions banning 90% of North Korean trade that were imposed for the North’s repeated nuclear and missile tests, would open the door to increased economic investment and cooperation.
Humanitarian assistance has been exempted from the economic sanctions, but Beasely said import restrictions has made it more complicated to bring in aid, and made potential donors reluctant to contribute for fear of inadvertently violating sanctions.

How does Beasley feel about the sanctions?",Beasley wants them lifted so aid can get thru.,He thinks it's likely sanctions will be lifted.,,QuAIL,
