round,clue_value,daily_double_value,category,answer,question,air_date,choice1_type,choice2_type,choice1,choice2,QID,ID,full_sentence_question,after_clue_val_change,normalized_clue_value,difficulty,difficulty_norm
1,600,0,MIXED DOG BREEDS,PINK GEESE,Pekingese,2005-03-29,correct_bad_grammar,incorrect_good_grammar,The pekingese very famous for their very special pink geese.,The Pink Geese is a small toy dog breed that originated in China.,223692,MC1221223692,"What type of mixed dog breed is often jokingly referred to as ""Pink Geese""?",True,3,0.42000000000000004,0.3804347826086957
1,200,0,JOLLY HOLIDAY,"When April has just ended, time to dance around this tall item festooned with ribbons",a maypole,2019-05-22,incorrect_good_grammar,correct_bad_grammar,"As April draws to a close, people excitedly prepare to dance around the festooned flagpole.","When April just end, it time dance around maypole festoon with ribbons.",413620,MC2112413620,"What is the tall item, decorated with ribbons, that people dance around when April has just ended?",True,1,0.28,0.0
1,300,0,DECOR,"Inserted in a window, it's meant to be seen through; as a room partition, it's not",Screen,2001-03-06,correct_bad_grammar,incorrect_bad_grammar,"Screen in window, see through. Room divider, no.",curtain in window and also as room partition offer partial view of what is behind.,169849,MC1222169849,"What is an object that is placed in a window for the purpose of being seen through, but when used as a room divider, it's intended not to be seen through?",False,3,0.42000000000000004,0.3804347826086957
1,1000,0,SHARED COLLEGE SPORTS NICKNAMES,McNeese & Wyoming,the Cowboys,2013-04-22,incorrect_good_grammar,correct_bad_grammar,Josh Allen is a famous quarterback who played for the McNeese Cowboys in college before joining the NFL.,"McNeese and Wyoming both know for sport teams, especially Cowboys.",331965,MC2112331965,What is the shared sports nickname for the colleges McNeese and Wyoming?,True,5,0.56,0.7608695652173914
1,200,0,"""EXTRA""","It's the ""ES"" in ESP, or do you need to read my mind?",extrasensory,2012-09-18,incorrect_good_grammar,correct_bad_grammar,"Extraordinary Perception is what ""ES"" stands for in ESP.","The ""ES"" in ESP refer to extrasensory perception, allow people to gain information without use their five senses",322941,MC2112322941,"What does the ""ES"" stand for in the term ESP, especially in the context of some extra perception?",True,1,0.28,0.0
1,200,0,STATE HAIKUS??,"Known for its ""bleeding"" / Means ""people of the south wind"" / Auntei Em! Twister!",Kansas,2012-12-07,correct_bad_grammar,incorrect_good_grammar,"kansas is well-known for its ""bleed,"" it is state meaning ""people of south wind"" and setting for famous phrase ""auntie em! twister!""","Incorrect Alternative: NebraskaSentence: Nebraska, known for its ""bleeding"", translates to ""people of the south wind"", and Aunty Em screamed ""Twister!"" there.",326275,MC1221326275,"What state is known for its ""bleeding,"" is translated to ""people of the south wind,"" and is famous for the line ""Auntei Em! Twister!""?",True,1,0.28,0.0
1,1000,0,THE SPINACH ACQUISITION,"Order a dish prepared this way, after a city in Italy, & you should get some spinach",Florentine,2019-05-03,incorrect_good_grammar,incorrect_bad_grammar,"While in Rome, I decided to order my favorite dish prepared the Venetian way, expecting to get some spinach.","While in Rome, I decided order my favorite dish prepared the Venetian way, expect get some spinach.",412863,MC2122412863,"What is the way of preparing a dish, named after an Italian city, that should include spinach?",True,5,0.56,0.7608695652173914
1,800,0,FAST FOOD,Carl's Jr. & this more eastern burger joint are sister restaurants with nearly identical gold star logos,Hardee's,2012-07-11,correct_bad_grammar,incorrect_good_grammar,Hardee's and Carl's Jr sister restaurants with nearly identical gold star logos.,The golden star logos of Carl's Jr and McDonald's constantly have customers confusing the two sister restaurants.,321821,MC1221321821,What is the sister restaurant to Carl's Jr. located more in the east with a nearly identical gold star logo?,True,4,0.49,0.5706521739130433
1,500,0,TRAVEL & TOURISM,"What you do to a ""fado"" in Portugal","sing it, or dance to it",1985-03-05,incorrect_good_grammar,correct_bad_grammar,"In Portugal, you would dance to a fado.",Popular activity in Portugal tot sing or dance to fado.,5024,MC21125024,"What is the typical activity associated with a ""fado"" when one visits Portugal?",False,5,0.56,0.7608695652173914
1,400,0,MOVIES BY QUOTE,"2013: ""Look at me. Look at me. I'm the captain now""",Captain Phillips,2022-01-06,correct_bad_grammar,incorrect_good_grammar,"The line ""Look at me. Look at me. I am the captain now"" from movie Captain Phillips.","In 2013, the iconic line ""Look at me. Look at me. I'm the captain now"" was famously spoken in the film Titanic.",446004,MC1221446004,"What is the 2013 movie where the line ""Look at me. Look at me. I'm the captain now"" is famously said?",True,2,0.35,0.1902173913043477
1,500,0,ADJECTIVES,Something that is senary has this many things or parts,6,1991-11-14,incorrect_good_grammar,correct_bad_grammar,"The geometric figure I created is senary, meaning it has eight parts.",a senary have six thing part,71387,MC211271387,How many things or parts does something that is senary have?,False,5,0.56,0.7608695652173914
1,1000,0,I'M GONNA PRAY ON THIS,"In the Catholic prayer for the dead, God's ""providence guides our lives, & by your command we return to"" this",dust,2018-10-15,incorrect_good_grammar,correct_bad_grammar,"""In the Catholic prayer for the dead, God's ""providence guides our lives, & by your command we return to"" soil.","In Catholic prayer for dead, God providence guide our life, and by His command we return to dust.",404520,MC2112404520,"What is the final destination mentioned in the Catholic prayer for the dead, where we return to by God's command after His ""providence guides our lives""?",True,5,0.56,0.7608695652173914
1,600,0,"THE BAHAMAS, BOLIVIA OR BULGARIA",Member of the British Commonwealth,the Bahamas,2008-06-20,incorrect_good_grammar,correct_bad_grammar,The United States is a member of the British Commonwealth.,Bahamas is member of British Commonwealth.,267463,MC2112267463,Which of these three countries is a member of the British Commonwealth?,True,3,0.42000000000000004,0.3804347826086957
1,300,0,THE BODY HUMAN,"In a single red blood cell, there are more than 300 million molecules of this iron-rich pigment",hemoglobin,1995-11-23,incorrect_good_grammar,correct_bad_grammar,"Each red blood cell contains more than 300 million molecules of melanin, an iron-rich pigment.",In one red blood cell there more than 300 million molecules of hemoglobin iron-rich pigment.,100505,MC2112100505,What is the iron-rich pigment of which more than 300 million molecules can be found in a single red blood cell?,False,3,0.42000000000000004,0.3804347826086957
1,400,0,HAVE A COW,The Swiss company Alpen Schatz has been making these noisy items for 250 years,cowbells,2019-12-24,incorrect_good_grammar,correct_bad_grammar,The Swiss company Alpen Schatz has been making watches for 250 years.,the swiss company alpen schatz make cowbells for 250 year.,420934,MC2112420934,What are the noisy items that the Swiss company Alpen Schatz has been making for 250 years?,True,2,0.35,0.1902173913043477
1,600,0,THE GREEK ALPHABET & MORE,These electromagnetic beams are particularly intense in the Crab Nebula,gamma rays,2007-06-14,correct_bad_grammar,incorrect_good_grammar,gamma rays particularly intense in Crab Nebula,The Crab Nebula is known for its strong emission of X-rays.,253522,MC1221253522,"What are the intense electromagnetic beams, named after a letter in the Greek alphabet, that are found in the Crab Nebula?",True,3,0.42000000000000004,0.3804347826086957
1,200,0,TRANSPORTATION,"Roofed cars on a freight train, or a roll of 12 in a dice game",boxcars,2008-01-21,incorrect_good_grammar,correct_bad_grammar,"In a dice game, the role of an 11 is often referred to as boxcars.",Boxcars is roof car on freight train or roll of 12 in dice game.,260960,MC2112260960,What is the term for the roofed cars on a freight train that also represents a roll of 12 in a dice game?,True,1,0.28,0.0
1,200,0,HOLIDAYS & OBSERVANCES,On Waitangi Day this country celebrates the signing of a treaty between Europeans & the Maori,New Zealand,1996-05-16,correct_good_grammar,incorrect_good_grammar,"On Waitangi Day, New Zealand celebrates the signing of a treaty between Europeans and the Maori.","On Waitangi Day, Australia celebrates the signing of a treaty between Europeans & the Maori.",108015,MC1121108015,What country celebrates the signing of a treaty between Europeans and the Maori on Waitangi Day?,False,2,0.35,0.1902173913043477
1,400,0,LEADERS,In 1963 he studied at Baghdad Law College; he then spent a few years in prison but was in power soon after,Hussein,2021-03-10,incorrect_bad_grammar,correct_bad_grammar,"Mahmoud Ahmadinejad study at Baghdad Law College in 1963, spend few years in prison, rapidly rise to power soon after.","In 1963, Hussein study at Baghdad Law College, then spend few years in prison before he rises to power.",434404,MC2212434404,"Who is the leader that studied at Baghdad Law College in 1963, spent a few years in prison, but came to power soon after?",True,2,0.35,0.1902173913043477
1,100,0,"""F""",It lies between the tee & the green,the fairway,2000-09-06,correct_bad_grammar,incorrect_good_grammar,The fairway lie between tee and green.,The rough is what lies between the tee and the green.,162598,MC1221162598,"What is the term for the area that lies between the tee and the green in golf, starting with ""F""?",False,1,0.28,0.0
1,500,0,"FILE UNDER ""E""",He's the only man nominated for V.P. by a natl. convention who resigned his candidacy under pressure,Sen. Thomas Eagleton,1990-01-08,correct_bad_grammar,incorrect_good_grammar,Senator Thomas Eagleton only man nominate for Vice President by national convention. He resign candidacy under pressure.,George Washington was the only man nominated for V.P. by a national convention who resigned his candidacy under pressure.,49330,MC122149330,"Who is the only man nominated for Vice President by a national convention who resigned his candidacy under pressure, whose name starts with ""E""?",False,5,0.56,0.7608695652173914
1,300,0,THE COMICS,Tess Trueheart is true to him,Dick Tracy,1991-03-15,incorrect_good_grammar,correct_bad_grammar,Tess Trueheart has always been true to Sherlock Holmes.,Tess Trueheart true to Dick Tracy.,63464,MC211263464,To whom is Tess Trueheart always true in the comics?,False,3,0.42000000000000004,0.3804347826086957
1,400,0,"""HO""",In this process the fat molecules in milk are broken up into very fine particles,Homogenization,2000-09-19,correct_bad_grammar,incorrect_good_grammar,homogenization process where fat molecules in milk break into very small particles.,The process in which the fat molecules in milk are broken up into very fine particles is called pasteurization.,163127,MC1221163127,What is the process called where the fat molecules in milk are broken up into very fine particles?,False,4,0.49,0.5706521739130433
1,800,0,AND FOOD,Types of this fruit include the French nicoise & the Greek kalamata,olives,2007-02-28,correct_good_grammar,incorrect_good_grammar,Types of this fruit include the French nicoise and the Greek kalamata.,"The many types of this fruit include the French nicoise and the Greek kalamata, such as the apple.",249066,MC1121249066,What are the French nicoise and Greek kalamata types of?,True,4,0.49,0.5706521739130433
1,100,0,ANAGRAMS,I like to eat a sub when I ride this vehicle,a bus (from sub),1996-05-15,correct_good_grammar,incorrect_good_grammar,A bus is my preferred mode of transportation when I crave a sub sandwich.,I always enjoy eating a sub whenever I take a trip on the train.,107958,MC1121107958,"What is 'bus', an anagram of 'sub' - a vehicle one might enjoy a sandwich on?",False,1,0.28,0.0
1,100,0,MAGAZINES,"In 1922, a former Secretary of Agriculture published Fruit, Garden & Home, which became this in 1924",Better Homes & Gardens,1991-04-12,correct_bad_grammar,correct_good_grammar,"In 1922, one ex Secretary of Agriculture did publish Fruit, Garden & Home magazine, that later become Better Homes & Gardens in 1924.","In 1922, a former Secretary of Agriculture published Fruit, Garden & Home, which became Better Homes & Gardens in 1924.",64605,MC121164605,"What is the magazine that was originally published as Fruit, Garden & Home in 1922 by a former Secretary of Agriculture, before changing its name in 1924?",False,1,0.28,0.0
1,100,0,COUNTRY MUSIC,"This writer & performer of ""Big Bad John"" is now a sausage entrepreneur",Jimmy Dean,1993-06-16,correct_bad_grammar,incorrect_bad_grammar,"Jimmy Dean, writer and performer of ""Big Bad John,"" now sausage entrepreneur.","Billy Ray Cyrus, he writes and performed ""Big Bad John,"" now is a sausage businessman.",82372,MC122282372,"Who is the writer and performer of ""Big Bad John"" that is now a sausage entrepreneur?",False,1,0.28,0.0
1,400,0,CELEBRITY DATE BOOK,"March 28, 2013: This pop star won't try again to bring a monkey to Germany without immunization papers",Justin Bieber,2015-09-30,incorrect_good_grammar,incorrect_bad_grammar,"On March 28, 2013, Justin Timberlake faced criticism for trying to bring a monkey to Germany without the necessary immunization papers.","On March 28, 2013, Justin Timberlake face criticism for try bring a monkey to Germany without necessary immunization papers.",363820,MC2122363820,"Who is the pop star that learned his lesson on March 28, 2013, about not bringing a monkey to Germany without immunization papers?",True,2,0.35,0.1902173913043477
1,300,0,"FILE UNDER ""M""",It's a spice or a trademarked name of a tear gas spray,mace,2000-10-30,correct_bad_grammar,incorrect_bad_grammar,Mace use as spice in cook or also as trademark name of tear gas spray.,pepper versatile ingredient use both in cook for flavor and as popular brand name for tear gas spray.,164780,MC1222164780,"What is a term that can refer to both a spice and is also a trademarked name of a tear gas spray, and falls under the category of ""M""?",False,3,0.42000000000000004,0.3804347826086957
1,200,0,WHICH PLANET?,"It has flowing water from time to time, NASA announced in 2015",Mars,2016-02-29,incorrect_good_grammar,correct_bad_grammar,"In 2015, NASA announced that the Moon has flowing water from time to time.",Water flow on planet Mars was announce by NASA in 2015.,370039,MC2112370039,"Which planet, according to NASA's announcement in 2015, has flowing water from time to time?",True,1,0.28,0.0
1,800,0,BIRD-BRAINED BALLETS,Tamara Karsavina won the role of this title bird in a 1910 ballet because Anna Pavlova didn't like the music,the Firebird,2004-10-01,correct_bad_grammar,incorrect_good_grammar,Tamara Karsavina win role Firebird in 1910 ballet because Anna Pavlova not like music.,"Tamara Karsavina was selected for the role of the Swan in the 1910 ballet, due to Anna Pavlova's disinterest in the musical score.",216196,MC1221216196,Who is the title bird in a 1910 ballet that Tamara Karsavina won the role of because Anna Pavlova didn't like the music?,True,4,0.49,0.5706521739130433
1,100,0,EUROPE,Descriptive term for the flag of Italy & the flag of France,Tricolor,2000-05-04,incorrect_good_grammar,correct_bad_grammar,The flags of Italy and France are both characterized as monochrome.,flag Italy and France both have tricolor.,159227,MC2112159227,What is the common descriptive term for the flags of both Italy and France?,False,1,0.28,0.0
1,800,0,OUR STATE FAIR,At Great Falls in late July- early August,Montana,2013-03-08,incorrect_bad_grammar,correct_bad_grammar,"In end July to start August, the quick waters of Great Falls, Hawaii, very beautiful to see.",Great Falls in Montana beautiful place to visit in late July or early August.,330107,MC2212330107,What state fair takes place in Great Falls between late July and early August?,True,4,0.49,0.5706521739130433
1,200,0,AN APRIL TO REMEMBER,An April 1985 attempt to make the regular kind of this soda taste more like the diet kind led to marketing disaster,Coke,2019-04-01,correct_good_grammar,incorrect_good_grammar,The April 1985 attempt to make the regular kind of Coke taste more like the diet kind led to a marketing disaster.,"Pepsi tried to make its regular soda taste more like the diet kind in April 1985, which led to a marketing disaster.",411403,MC1121411403,What soda experienced a marketing disaster in April 1985 when there was an attempt to make the regular version taste more like the diet version?,True,1,0.28,0.0
1,200,0,THE GREAT EXHIBITION OF 1851,This prince was president of the exhibition commission,Prince Albert,2005-02-24,correct_bad_grammar,incorrect_good_grammar,Prince Albert president of exhibition commission.,Prince Charles was the president of the exhibition commission.,222303,MC1221222303,Who was the prince that served as the president of the exhibition commission in 1851?,True,1,0.28,0.0
1,100,0,TRANSPORTATION,A tongue twister speaks of the rubber bumpers on one of these,a baby buggy,1990-10-26,correct_bad_grammar,incorrect_good_grammar,The tongue twister speak about rubber bumper on baby buggy.,"Peter Parker was practicing his tongue twisters, one of which was about the rubber bumpers on a baby bicycle.",58198,MC122158198,What is a type of transportation that a tongue twister refers to its rubber bumpers?,False,1,0.28,0.0
1,600,0,FASHION,This 1980s TV cop show started a men's fashion trend for pastel colors & suit jackets over T-shirts,Miami Vice,2016-07-18,correct_bad_grammar,incorrect_good_grammar,"Miami Vice, a 1980s TV cop show, start a men's fashion trend for pastel colors and suit jackets over t-shirts.",The 1980s TV cop show that initiated a men's fashion trend for pastel colors and suit jackets over T-shirts was 'Hill Street Blues'.,375778,MC1221375778,What is the 1980s TV cop show that started a men's fashion trend for pastel colors & suit jackets over T-shirts?,True,3,0.42000000000000004,0.3804347826086957
1,1000,0,ORGANIZATIONS,"""Beating The Odds: A Year In The Life Of A Piping Plover"" was a recent article on this organization's website",the Audubon Society,2014-05-16,correct_bad_grammar,correct_good_grammar,"Recently, 'Beating The Odds: A Year In The Life Of A Piping Plover' feature on Audubon Society website.","Recently, 'Beating The Odds: A Year In The Life Of A Piping Plover' was featured on the Audubon Society's website.",346491,MC1211346491,"Which organization recently featured an article on its website called ""Beating The Odds: A Year In The Life Of A Piping Plover""?",True,5,0.56,0.7608695652173914
1,1000,0,HARLEM SHUFFLE,"The regalia of this great dancer known as ""Bojangles"" includes a badge as honorary Mayor of Harlem","Bill ""Bojangles"" Robinson",2006-06-19,correct_bad_grammar,incorrect_good_grammar,"Regalia of Bill ""Bojangles"" Robinson includes a badge as honorary Mayor of Harlem.","Fred ""Bojangles"" Johnson was bestowed with the symbolic regalia of an honorary Mayor of Harlem due to his exceptional dancing skills.",240296,MC1221240296,"Who was the great dancer known as ""Bojangles"" whose regalia included a badge as the honorary Mayor of Harlem?",True,5,0.56,0.7608695652173914
1,200,0,HOLIDAYS & OBSERVANCES,The Jewish 10 Days of Penitence begin & end on these two holy days,Rosh Hashanah & Yom Kippur,1987-11-09,incorrect_good_grammar,correct_bad_grammar,The Jewish 10 Days of Penitence begin and end on Rosh Hashanah & Hanukkah.,jewish 10 days of penitence begin on rosh hashanah and end on yom kippur,26333,MC211226333,What are the two holy days that bookend the Jewish 10 Days of Penitence?,False,2,0.35,0.1902173913043477
1,100,0,FOOD & DRINK,"""Quick"" thinkers know that brewed tea is dehydrated & granulated to make this kind of tea",Instant tea,1998-01-06,correct_bad_grammar,correct_good_grammar,Tea brewed and then dry and crushed to make fast tea.,Brewed tea is dehydrated and granulated to make instant tea.,128650,MC1211128650,What is the type of tea made by dehydrating and granulating brewed tea and is known for its quick preparation?,False,1,0.28,0.0
1,400,0,BUSINESS & INDUSTRY,This company was founded in 1948 as the Baby Furniture & Toy Supermarket; its present name came in 1957,"Toys ""R"" Us",2002-05-14,correct_bad_grammar,incorrect_good_grammar,"Toys ""R"" Us was named originally Baby Furniture & Toy Supermarket in 1948 and continue with the current name in 1957.","The Baby Furniture & Toy Supermarket, established in 1948, was later rebranded as Walmart in 1957.",185670,MC1221185670,What company was originally created as the Baby Furniture & Toy Supermarket in 1948 before adopting its current name in 1957?,True,2,0.35,0.1902173913043477
1,100,0,ENGLISH GRAMMAR,"Also known as an interrogation mark, it ends an interrogative sentence",a question mark,1996-01-05,correct_bad_grammar,incorrect_good_grammar,the punctuation mark that end an interrogative sentence a question mark,"The exclamation mark, also known as an interrogation mark, is used to end an interrogative sentence.",102333,MC1221102333,"What is the punctuation mark also known as an interrogation mark, used to end an interrogative sentence?",False,1,0.28,0.0
1,600,0,FOOD WORDS & PHRASES,Bing can help you with this process whereby you select the best or most desirable items for yourself,cherrypicking,2009-01-27,correct_bad_grammar,incorrect_bad_grammar,Bing help with cherrypicking best or most desirable items.,Bing help you with pick apple by yourself.,275018,MC1222275018,"What is the term for the process, which Bing can assist with, of selecting the best or most desirable items for yourself?",True,3,0.42000000000000004,0.3804347826086957
1,300,0,MOVIE REVIEWS,"The New Yorker felt it had ""a democratic right to expect bandages"" in this 1999 horror flick",The Mummy,1999-10-11,correct_bad_grammar,correct_good_grammar,"In this 1999 horror movie, New Yorker feel have democratic right to expect bandages.","In this 1999 horror flick, The New Yorker felt it had ""a democratic right to expect bandages.""",150902,MC1211150902,"Which 1999 horror flick did The New Yorker critique for its lack of bandages, implying a ""democratic right"" to expect them?",False,3,0.42000000000000004,0.3804347826086957
1,500,0,FLOWERS & TREES,"""Babe in the woods"", or a young forest tree not over 4"" in diameter",sapling,1985-05-09,incorrect_good_grammar,correct_bad_grammar,"The seedling stretched its branches wide, trying to gather as much sunlight as possible.","Sapling is young tree in forest not over 4"" in diameter, called ""babe in woods.""",6922,MC21126922,"What is a term for a ""Babe in the woods"" or a young forest tree that is not over 4"" in diameter?",False,5,0.56,0.7608695652173914
1,600,0,AWKWARD,Athletes wearing masks to this country's Olympic games apologized even though the USOC gave them the masks,China,2009-09-21,incorrect_good_grammar,correct_bad_grammar,"The athletes issued apologies for wearing masks to the Olympic games held in Japan, even though they were provided by the USOC.","Athletes wear masks at China Olympic games and say sorry, even though USOC give them masks.",282921,MC2112282921,"""To which country's Olympic games did athletes travel, where they later apologized for wearing masks, even though these were provided by the USOC?""",True,3,0.42000000000000004,0.3804347826086957
1,800,0,QUOTES,"""A fool and his money are soon elected"", said this humorist who died in 1935",Will Rogers,2005-04-13,correct_good_grammar,incorrect_good_grammar,"""A fool and his money are soon elected,"" was a famous saying by humorist Will Rogers who passed away in 1935.","Mark Twain, a known humorist, is famous for his quote, 'A fool and his money are soon elected', before his death in 1935.",224326,MC1121224326,"Who is the humorist that said ""A fool and his money are soon elected"" before his death in 1935?",True,4,0.49,0.5706521739130433
1,200,0,QUESTIONS,"""Is the Pope"" this denomination?",Catholic,2012-02-08,correct_bad_grammar,incorrect_good_grammar,"Yes, Pope he follow Catholic church.",The Pope is of the Protestant denomination.,315474,MC1221315474,What denomination is represented by the Pope?,True,1,0.28,0.0
1,200,0,TELEVISION,"He wrote for Arthur Godfrey & Garry Moore before winding up at the end of ""60 Minutes""",Andy Rooney,1991-06-07,incorrect_good_grammar,correct_bad_grammar,"Jerry Seinfeld wrote for Arthur Godfrey & Garry Moore before winding up at the end of ""60 Minutes"".","Andy Rooney write  for Arthur Godfrey & Garry Moore before wind up at end of ""60 Minutes"".",66993,MC211266993,"Who is the writer that contributed to Arthur Godfrey and Garry Moore's shows, and ultimately ended up on ""60 Minutes""?",False,2,0.35,0.1902173913043477
1,600,0,"IT'S IN THE ""BAG""",A person who collects money for a political party or a criminal organization,a bagman,2007-07-02,correct_bad_grammar,incorrect_bad_grammar,Bagman person collect money for political party or criminal organization.,The accountant for company was also known for bookkeeper for political party.,254247,MC1222254247,"What is the term for someone who gathers funds for either a political party or a criminal group, particularly hinting it might be something 'in the bag'?",True,3,0.42000000000000004,0.3804347826086957
1,400,0,AMERICAN FOOD & DRINK,I'll take this whiskey & vermouth cocktail that legend once said was created for a party given by Lady Churchill,a Manhattan,2021-04-12,correct_bad_grammar,incorrect_bad_grammar,"The Manhattan, it a whiskey and vermouth cocktail that legend say was created for a party by Lady Churchill.","I enjoy this fine Manhattan, made for fancy party by Lady Churchill.",435778,MC1222435778,"What is the whiskey and vermouth cocktail that, according to legend, was created for a party hosted by Lady Churchill?",True,2,0.35,0.1902173913043477
1,400,0,SIMPLE SCIENCE,"A poison in pure form, this element used as a germicide on cuts has a chemical symbol that's a pronoun",iodine,1998-02-25,correct_bad_grammar,incorrect_good_grammar,"Iodine, poison in pure form, use on cuts germicide and has chemical symbol pronoun.","Mercury, with the chemical symbol Hg, is often applied directly to cuts as an effective germicide.",130676,MC1221130676,"What is the chemical element, poisonous in its pure form and used as a germicide on cuts, that has a chemical symbol which is also a pronoun?",False,4,0.49,0.5706521739130433
1,100,0,WWII,"Secret destination of a Japanese strike force that set out from the Kuril Islands November 26, 1941",Pearl Harbor/Hawaii,1999-12-10,incorrect_good_grammar,correct_bad_grammar,"The Japanese strike force that left the Kuril Islands on November 26, 1941, set course to their secret destination, Tokyo.","Secret destination of Japanese strike force set out from Kuril Islands on November 26, 1941 was Pearl Harbor in Hawaii.",153331,MC2112153331,"What was the covert target of the Japanese assault group that embarked from the Kuril Islands on November 26, 1941?",False,1,0.28,0.0
1,400,0,SOUTHERN CALIFORNIA HISTORY,"Founded in 1891 as a vocational & liberal arts school, this Pasadena college became famous for physics & space science",Caltech,2021-12-15,incorrect_good_grammar,correct_bad_grammar,"Founded in 1891 as a vocational and liberal arts school, Stanford University became famous for physics and space science.","Caltech found in 1891 as vocational and liberal arts school, become famous for physics and space science.",445056,MC2112445056,"What Pasadena college, originally founded in 1891 as a vocational and liberal arts school, is now famous for its focus on physics and space science?",True,2,0.35,0.1902173913043477
1,200,0,SERVING T FOR 3,"The chirping noise of a bird, or the app where people do a lot of chirping",Twitter,2023-02-15,incorrect_good_grammar,correct_good_grammar,Facebook is the app where people do a lot of chirping.,The chirping noise of a bird can also be heard on Twitter.,461343,MC2111461343,What is a term that refers to the chirping noise of a bird and is also the app where people do a lot of chirping?,True,1,0.28,0.0
1,200,0,DC COMICS,"It's Wolverine vs. Lobo, Aquaman vs. Sub-Mariner & more as this company's heroes take on DC's in a miniseries",Marvel,1996-02-15,correct_bad_grammar,incorrect_good_grammar,Marvel heroes face off DC heroes like Wolverine vs. Lobo and Aquaman vs Sub-Mariner in miniseries.,"In a thrilling miniseries, heroes from Pixar fiercely battle DC's iconic characters, such as a showdown between Wolverine and Lobo.",104078,MC1221104078,"Which company's heroes, including Wolverine and Sub-Mariner, faced DC's Lobo and Aquaman in a miniseries?",False,2,0.35,0.1902173913043477
1,500,0,ANCIENT EGYPT,"Saved from the waters of Lake Nasser, the Temple of Dendur was rebuilt inside this U.S. museum",the Metropolitan Museum,1988-03-28,correct_bad_grammar,incorrect_good_grammar,"the Temple of Dendur, save from the waters of Lake Nasser, rebuilt inside the Metropolitan Museum.","The Temple of Dendur, saved from Lake Nasser's waters, was reconstructed inside the Smithsonian Museum in the U.S.",30945,MC122130945,"What is the U.S. Museum where the Temple of Dendur, saved from the waters of Lake Nasser, was rebuilt?",False,5,0.56,0.7608695652173914
1,400,0,THE REAL ESTATE SECTION,"Arlington County, Virginia: 3.7 mil. sq. ft. usable floor space here! Can hold approx. 25,000 ppl! 5 sides of fun!",the Pentagon,2006-09-25,incorrect_good_grammar,correct_bad_grammar,"The immense square footage of the White House in Arlington County, Virginia, allows it to accommodate approximately 25,000 people with its unique five-sided structure.","The Pentagon in Arlington County, Virginia have 3.7 million square feet of usable floor space and can accommodate approximately 25,000 people, with its unique five sides of fun",242639,MC2112242639,"What building in Arlington County, Virginia has 3.7 million square feet of usable floor space, can accommodate approximately 25,000 people, and is uniquely shaped with five sides?",True,2,0.35,0.1902173913043477
1,200,0,OMAR'S COMIN'!,"Going Noriega before Noriega, Omar Torrijos led the 1968 coup in this country & ended up as its dictatorial leader",Panama,2017-09-22,incorrect_bad_grammar,correct_bad_grammar,"Omar Torrijos lead the coup 1968 in Costa Rica, end up as dictatorial leader.","Omar Torrijos leading the 1968 coup in Panama and end up as its dictatorial leader, go Noriega before Noriega.",390226,MC2212390226,"In which country did Omar Torrijos lead a 1968 coup, predating Noriega, and end up as its dictatorial leader?",True,1,0.28,0.0
1,300,0,PILGRIMS,In 1623 he married fellow Pilgrim Priscilla Mullens,John Alden,1997-11-27,correct_bad_grammar,incorrect_good_grammar,In 1623 john alden marry fellow pilgrim priscilla mullens.,"In 1623, John Smith married fellow Pilgrim Priscilla Mullens.",127082,MC1221127082,Who married fellow Pilgrim Priscilla Mullens in 1623?,False,3,0.42000000000000004,0.3804347826086957
1,200,0,WISCONSIN,Basketball's Bucks & baseball's Brewers call this city home,Milwaukee,1991-10-02,incorrect_good_grammar,correct_good_grammar,"The beloved basketball team, the Bucks, and the esteemed baseball team, the Brewers, both hail from the bustling city of Chicago.",Basketball's Bucks and baseball's Brewers call Milwaukee home.,69990,MC211169990,What city is home to the Bucks of basketball and the Brewers of baseball?,False,2,0.35,0.1902173913043477
1,100,0,HODGEPODGE,"In 1991, his character of Jesse married a Rebecca; in 1998, in real life, he married a Rebecca, Rebecca Romijn",John Stamos,2000-06-30,incorrect_good_grammar,incorrect_bad_grammar,"In 1991, Dave Coulier's character of Jesse married a Rebecca, and in 1998, in real life, he married Rebecca Romijn.","In 1991, Dave Coulier be character of Jesse marrying a Rebecca, and in 1998, in real life, he marry Rebecca Romijn.",161571,MC2122161571,"Who is the actor that played Jesse in 1991, who married a character named Rebecca on-screen and then married Rebecca Romijn in real life in 1998?",False,1,0.28,0.0
1,1000,0,RHYME TIME,"Danny Elfman, formerly of this rock band, sang the part of Jack the Pumpkin King in ""The Nightmare Before Christmas""",Oingo Boingo,2016-11-29,correct_bad_grammar,incorrect_good_grammar,"Danny Elfman, before in Oingo Boingo, sing the part of Jack the Pumpkin King in ""The Nightmare Before Christmas.""","Danny Elfman, former frontman for Aerosmith, voiced Jack the Pumpkin King in ""The Nightmare Before Christmas.""",379598,MC1221379598,"What is the name of the rock band that Danny Elfman, who sang the part of Jack the Pumpkin King in ""The Nightmare Before Christmas"", was formerly a part of?",True,5,0.56,0.7608695652173914
